Производитель;Артикул;Наименование;Объем;Состав;Вязкость;API;ACEA;Допуски OEM;Цена;Количество
TOTACHI;4144;Моторное масло TOTACHI Heavy Duty CI-4/CH-4/SL SAE 5W-30 (200л);200;Минеральное;5W-30; SL,CH-4,CI-4;А3/В4;;1;1
TOTACHI;4149;Моторное масло TOTACHI Fine Diesel CI-4/CH-4/SL SAE 10W-30 (200л);200;Минеральное;10W-30; SL,CH-4,CI-4; Е7,А3/В4;;1;1
TOTACHI;4154;Моторное масло TOTACHI Heavy Duty CI-4/CH-4/SL SAE 15W-40 (200л);200;Минеральное;15W-40; SL,CH-4,CI-4; B4,A3,B3,E3/E5; Cummins CES 20078,Cummins CES 20076,Cummins CES 20077,Global DHD-1,MACK EO-M+,MACK EO-N,MAN 3275,MB 228.3,Volvo VDS-3;1;1
TOTACHI;4159;Моторное масло TOTACHI Eco Diesel Semi-Synthetic CI-4/CH-4/SL SAE 5W-30 (200л);200;Полусинтетическое;5W-30; SL,CH-4,CI-4; A3/B4,E5/E7;;1;1
TOTACHI;4164;Моторное масло TOTACHI Eco Diesel Semi-Synthetic CI-4/CH-4/SL SAE 10W-40 (200л);200;Полусинтетическое;10W-40; SL,CH-4,CI-4; A3/B4,E5/E7;Cummins CES 20071,Cummins CES 20072,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078;1;1
;4169;Моторное масло TOTACHI Long Life Semi-Synthetic CI-4 SAE 10W-40 (200л);200;;;Cl-4;;;1;1
TOTAL;181711;Моторное масло TOTAL Quartz Ineo Long Life SAE 5W-30 (1л);1;Синтетическое;5W-30;;C3;BMW Longlife-04,MB 229.51,PORSCHE C30,VW 504.00,VW 507.00;1;1
TOTAL;ab-166245;Моторное масло TOTAL Quartz 9000 Energy SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,MB 229.5,Porsche,VW 502.00,VW 505.00;1;1
TOTAL;166254;Моторное масло TOTAL Quartz Ineo MC3 SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SN;C3;BMW Longlife-04,GM Dexos 2,MB 229.51,VW 502.00,VW 505.01;1;1
TOTAL;171839;Моторное масло TOTAL Quartz 9000 Future NFC SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL;A5/B5;Ford WSS-M2C 913-B,Ford WSS-M2C 913-C;1;1
TOTAL;166243;Моторное масло TOTAL Quartz 9000 SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3/B3/B4;BMW Longlife-01,MB 229.3,VW 502.00 / 505.00;1;1
TOTAL;183103;Моторное масло TOTAL Quartz Ineo First SAE 0W-30 (1л);1;Синтетическое;0W-30;; C2,C1;PSA B71 2312;0;1
TOTAL;166049;Моторное масло TOTAL Quartz 7000 SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;167637;Моторное масло TOTAL Quartz 7000 Energy SAE 10W-40 (1л);1;Полусинтетическое;10W-40;CF,SL;A3,B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;180967;Моторное масло TOTAL Quartz 9000 SAE 0W-30 (1л);1;Синтетическое;0W-30;SL/CF;A3/B4; GM-LLB025,BMW LL-01,GM-LLA025,MB 229.5,VW 502.00,VW 505.00;1;1
TOTAL;166249;Моторное масло TOTAL Quartz 9000 Energy SAE 0W-30 (1л);1;Синтетическое;0W-30;SL/CF;A3/B4; GM-LL B025,BMW LL-01,GM-LLA025,MB 229.5,VW 502.00,VW 505.00;1;1
TOTAL;176011;Моторное масло TOTAL Quartz 9000 Energy SAE 5W-30 (1л);1;Синтетическое;5W-30;SL/CF;A3/B4;VW 502.00,VW 505.00,?GM-LL-A/B-025,?MB 229.5 MB 229.3;1;1
TOTAL;174776;Моторное масло TOTAL Quartz Ineo MC3 SAE 5W-40 (1л);1;Синтетическое;5W-40;SN/CF;C3; DEXOS 2,BMW LL-04,FIAT 9.55535-S2,FORD WSS-M2C 917-A,MB 229.31,MB 229.51,PORSCHE A 40,VW 502.00,VW 505.01;1;1
TOTAL;182162;Моторное масло TOTAL Quartz Racing SAE 10W-60 (1л);1;Синтетическое;10W-60;SN/CF;A3/B4;;1;1
TOTAL;195026;Моторное масло TOTAL Quartz 9000 Future EcoB SAE 5W-20 (1л);1;Синтетическое;5W-20;SN;A1/B1;FORD WSS-M2C-948-B;1;1
TOTAL;193627;Моторное масло TOTAL Quartz 9000 Future GF-5 SAE 0W-20 (1л);1;Синтетическое;0W-20;SN;;;1;1
TOTAL;195282;Моторное масло TOTAL Quartz 9000 Energy SAE 0W-40 (1л);1;Синтетическое;0W-40;;A3/B4; Porsche A40,BMW LL-01,MB-Approval 229.3,MB-Approval 229.5,VW 502.00,VW 505.00;1;1
TOTAL;166252;Моторное масло TOTAL Quartz Ineo ECS SAE 5W-30 (1л);1;Синтетическое;5W-30;; A5/B5,C2;PSA B71 2290;1;1
TOTAL;166256;Моторное масло TOTAL Quartz Racing SAE 10W-50 (1л);1;Синтетическое;10W-50;SN/CF;A3/B4;;1;1
TOTAL;166234;Моторное масло для 4-Такт лод. мот. TOTAL Neptuna Speeder SAE 10W-30 (1л);1;Полусинтетическое;10W-30;SL;;NMMA:FC-W;1;1
TOTAL;166247;Моторное масло TOTAL Quartz Diesel 7000 SAE 10W-40 (1л);1;Синтетическое;10W-40;SL/CF;A3/B4; MB: 229.1,PSA B71 12294,VW 50.01,VW 505.00;1;1
TOTAL;166229;Моторное масло для 2-Такт лод. мот. TOTAL Neptuna 2T Super Sport (1л);1;Минеральное;;;; RL – 00198F,NMMA TC-W3;1;1
TOTAL;166190;Моторное масло для 2-Такт TOTAL 2 TZ (1л);1;;;TA-TSC1;;;1;1
TOTAL;183175;Моторное масло TOTAL Quartz Ineo First SAE 0W-30 (4л);4;Синтетическое;0W-30;; C2,C1;PSA B71 2312;1;1
TOTAL;151523;Моторное масло TOTAL Quartz 9000 Energy SAE 0W-30 (4л);4;Синтетическое;0W-30;SL/CF;A3/B4; GM-LL B025,BMW LL-01,GM-LLA025,MB 229.5,VW 502.00,VW 505.00;1;1
TOTAL;151510;Моторное масло TOTAL Quartz Ineo ECS SAE 5W-30 (4л);4;Синтетическое;5W-30;; A5/B5,C2;PSA B71 2290;1;1
TOTAL;148597;Моторное масло TOTAL Quartz 9000 SAE 5W-40 (4л);4;Синтетическое;5W-40;;;;1;1
TOTAL;183450;Моторное масло TOTAL Quartz 9000 Future NFC SAE 5W-30 (4л);4;Синтетическое;5W-30;SL/CF;A5/B5;;1;1
TOTAL;148593;Моторное масло TOTAL Quartz 7000 SAE 10W-40 (4л);4;Синтетическое;10W-40;;;;1;1
TOTAL;183106;Моторное масло TOTAL Quartz Ineo First SAE 0W-30 (5л);5;Синтетическое;0W-30;; C2,C1;PSA B71 2312;1;1
TOTAL;195283;Моторное масло TOTAL Quartz 9000 Energy SAE 0W-40 (5л);5;Синтетическое;0W-40;;A3/B4; Porsche A40,BMW LL-01,MB-Approval 229.3,MB-Approval 229.5,VW 502.00,VW 505.00;1;1
TOTAL;151522;Моторное масло TOTAL Quartz 9000 Energy SAE 0W-30 (5л);5;Синтетическое;0W-30;SL/CF;A3/B4; GM-LL B025,BMW LL-01,GM-LLA025,MB 229.5,VW 502.00,VW 505.00;1;1
TOTAL;174777;Моторное масло TOTAL Quartz Ineo MC3 SAE 5W-40 (5л);5;Синтетическое;5W-40;SN/CF;C3; DEXOS 2,BMW LL-04,FIAT 9.55535-S2,FORD WSS-M2C 917-A,MB 229.31,MB 229.51,PORSCHE A 40,VW 502.00,VW 505.01;1;1
TOTAL;195027;Моторное масло TOTAL Quartz 9000 Future EcoB SAE 5W-20 (5л);5;Синтетическое;5W-20;SN;A1/B1;FORD WSS-M2C-948-B;1;Много
TOTAL;151261;Моторное масло TOTAL Quartz Ineo ECS SAE 5W-30 (5л);5;Синтетическое;5W-30;; A5/B5,C2;PSA B71 2290;1;1
TOTAL;157104;Моторное масло TOTAL Quartz Racing SAE 10W-50 (5л);5;Синтетическое;10W-50;SN/CF;A3/B4;;1;1
TOTAL;156812;Моторное масло TOTAL Quartz 9000 Energy SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,MB 229.5,Porsche,VW 502.00,VW 505.00;1;1
TOTAL;181712;Моторное масло TOTAL Quartz Ineo Long Life SAE 5W-30 (5л);5;Синтетическое;;;C3;BMW Longlife-04,MB 229.51,PORSCHE C30,VW 504.00,VW 507.00;1;1
TOTAL;157103;Моторное масло TOTAL Quartz Ineo MC3 SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SN;C3;BMW Longlife-04,GM Dexos 2,MB 229.51,VW 502.00,VW 505.01;1;1
TOTAL;183199;Моторное масло TOTAL Quartz 9000 Future NFC SAE 5W-30 (5л);5;Синтетическое;5W-30;CF,SL;A5/B5;Ford WSS-M2C 913-B,Ford WSS-M2C 913-C;1;1
TOTAL;148650;Моторное масло TOTAL Quartz 9000 SAE 5W-40 (5л);5;Синтетическое;5W-40;CF,SM;A3/B3/B4;BMW Longlife-01,MB 229.3,VW 502.00 / 505.00;1;1
TOTAL;150883;Моторное масло для 4-Такт лод. мот. TOTAL Neptuna Speeder SAE 10W-30 (5л);5;Полусинтетическое;10W-30;SL;;NMMA:FC-W;1;1
TOTAL;148646;Моторное масло TOTAL Quartz Diesel 7000 SAE 10W-40 (5л);5;Синтетическое;10W-40;SL/CF;A3/B4; MB: 229.1,PSA B71 12294,VW 50.01,VW 505.00;1;1
TOTAL;148590;Моторное масло TOTAL Rubia TIR 8600 SAE 10W-40 (5л);5;Полусинтетическое;10W-40;CF;E4,E5,E7;MAN M 3277,MB 228.5,MTU Type 3,Renault RLD-2,Renault RXD,Scania LDF II,Volvo VDS-3;1;1
TOTAL;148647;Моторное масло TOTAL Quartz 7000 SAE 10W-40 (5л);5;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;150885;Моторное масло для 2-Такт лод. мот. TOTAL Neptuna 2T Super Sport (5л);5;Минеральное;;;; RL – 00198F,NMMA TC-W3;1;1
TOTAL;169153;Моторное масло TOTAL Quartz 7000 Energy SAE 10W-40 (5л);5;Полусинтетическое;;CF,SL;A3,B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;126429;Моторное масло TOTAL Rubia TIR 9200 FE SAE 5W-30 (20л);20;Синтетическое;5W-30;CF; E7,E4,E5; DAF: HP-1/HP-2,CUMMINS 20071,CUMMINS 20072,CUMMINS 20076,CUMMINS 20077,MACK: EOM+,MAN: M 3277,MB  228.5,MTU OIL: Type 3,RENAULT TRUCKS: RXD, RLD-2,SCANIA: LDF,VOLVO: VDS-3;1;1
TOTAL;174371;Моторное масло TOTAL Rubia TIR 9900 FE SAE 5W-30 (20л);20;Синтетическое;5W-30;CF; E7,E4,E5; DAF: HP-1/HP-2,CUMMINS 20071,CUMMINS 20072,CUMMINS 20076,CUMMINS 20077,MACK: EOM+,MAN: M 3277,MB  228.5,MTU OIL: Type 3,RENAULT TRUCKS: RXD, RLD-2,SCANIA: LDF,VOLVO: VDS-3;1;1
TOTAL;160777;Моторное масло TOTAL Rubia TIR 8900 SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CF-4;E4,E6,E7;MAN 3477,MAN M3477,MB 228.51,Renault RLD-2,Volvo VDS-3;1;1
TOTAL;148711;Моторное масло TOTAL TP MAX SAE 10W-40 (20л);20;Полусинтетическое;10W-40; CH-4,CI-4; E5,E7;GLOBAL DHD-1;1;1
TOTAL;110801;Моторное масло TOTAL Rubia TIR 8600 SAE 10W-40 (20л);20;Полусинтетическое;10W-40;CF;E4,E5,E7;MAN 3277,MB 228.5,MTU Type 3,Renault RLD-2,Renault VI RXD,Volvo VDS-3;1;1
TOTAL;110797;Моторное масло TOTAL Rubia TIR 6400 SAE 15W-40 (20л);20;Минеральное;15W-40;CH-4,SJ;A3;Caterpillar TO-2,Cummins CES 20071,Cummins CES 20072,Mack EO M Plus,MAN 3275,MB 228.3,MTU Type 2,Renault RD-2,Volvo VDS-2;1;1
TOTAL;113430;Моторное масло TOTAL Rubia TIR 7400 SAE 15W-40 (20л);20;Минеральное;15W-40;SL;E5,E7;Caterpillar ECF-1a,Cummins CES 20071,Cummins CES 20072,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078,MACK EO-M Plus,MAN 3275,MB 228.3,Renault RLD,Renault RLD-2,Volvo VDS-3,ZF TE-ML 04C;1;1
TOTAL;148710;Моторное масло TOTAL TP MAX SAE 10W-40 (60л);60;;10W-40; CH-4,CI-4; E5,E7;GLOBAL DHD-1;1;1
TOTAL;156713;Моторное масло TOTAL Quartz 9000 Energy SAE 5W-40 (208л);208;Синтетическое;5W-40;SM/CF;A3/B4;BMW Longlife-01,MB 229.5,VW 502.00 / 505.00;1;1
TOTAL;110742;Моторное масло TOTAL Quartz 9000 SAE 5W-40 (208л);208;Синтетическое;5W-40;SM/CF;A3/B4;BMW Longlife-01,MB 229.3,VW 502.00 / 505.00;1;1
TOTAL;150841;Моторное масло TOTAL Rubia TIR 8900 SAE 10W-40 (208л);208;Полусинтетическое;10W-40;;E4,E6,E7;MAN M3277-CRT,MAN M3477,MB 228.51,Renault RLD-2,Volvo VDS-3;1;1
TOTAL;174337;Моторное масло TOTAL Rubia TIR 9900 FE SAE 5W-30 (208л);208;Синтетическое;5W-30;CF; E7,E4,E5; DAF: HP-1/HP-2,CUMMINS 20071,CUMMINS 20072,CUMMINS 20076,CUMMINS 20077,MACK: EOM+,MAN: M 3277,MB  228.5,MTU OIL: Type 3,RENAULT TRUCKS: RXD, RLD-2,SCANIA: LDF,VOLVO: VDS-3;1;1
TOTAL;126428;Моторное масло TOTAL Rubia TIR 9200 FE SAE 5W-30 (208л);208;Синтетическое;5W-30;CF; E7,E4,E5; DAF: HP-1/HP-2,CUMMINS 20071,CUMMINS 20072,CUMMINS 20076,CUMMINS 20077,MACK: EOM+,MAN: M 3277,MB  228.5,MTU OIL: Type 3,RENAULT TRUCKS: RXD, RLD-2,SCANIA: LDF,VOLVO: VDS-3;1;1
TOTAL;110800;Моторное масло TOTAL Rubia TIR 8600 SAE 10W-40 (208л);208;Полусинтетическое;10W-40;CF;E4,E5,E7;MAN 3277,MB 228.5,MTU Type 3,Renault RLD-2,Renault VI RXD,Volvo VDS-3;1;1
TOTAL;110705;Моторное масло TOTAL Quartz 7000 SAE 10W-40 (208л);208;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;128802;Моторное масло TOTAL Rubia Polytrafic SAE 10W-40 (208л);208;Полусинтетическое;10W-40;CH-4,CI-4,SL;A3/B3/B4,E5,E7;MB 228.3,MB 229.1;1;1
TOTAL;RU128802;Моторное масло TOTAL Rubia Polytrafic SAE 10W-40 (208л);208;Полусинтетическое;10W-40; SL,CH-4,CI-4; E5/E7,A3/B3/B4; VOLVO: VDS-3,MAN: M 3275,MB 229.1,MB228.3,RENAULT TRUCKS: RLD,RENAULT TRUCKS: RLD-2;1;1
TOTAL;148701;Моторное масло TOTAL TP MAX SAE 10W-40 (208л);208;;10W-40; CH-4,CI-4; E5,E7;GLOBAL DHD-1;1;1
TOTAL;RU148701;Моторное масло TOTAL TP MAX SAE 10W-40 (208л);208;Полусинтетическое;10W-40; CH-4,CI-4; E5,E7;GLOBAL DHD-1;1;1
TOTAL;ab-166138;Моторное масло TOTAL Quartz 7000 Energy SAE 10W-40 (208л);208;Полусинтетическое;10W-40;CF,SL;A3,B4;MB 229.1,VW 501.01,VW 505.00;1;1
TOTAL;110796;Моторное масло TOTAL Rubia TIR 6400 SAE 15W-40 (208л);208;Минеральное;15W-40;CH-4,SJ;E3,E5;Caterpillar TO-2,Caterpillar TO-2,Cummins CES 20071,Cummins CES 20071,Mack EO M Plus,MAN 3275,MB 228.3,MTU Type 2,Renault RD-2,Volvo VDS-2;1;1
TOTAL;113452;Моторное масло TOTAL Rubia TIR 7400 SAE 15W-40 (208л);208;Минеральное;15W-40;SL;E5,E7;Caterpillar ECF-1a,Cummins CES 20071,Cummins CES 20072,Cummins CES 20076,Cummins CES 20077,Cummins CES 20078,MACK EO-M Plus,MAN 3275,MB 228.3,MTU Type 2,Renault RLD,Renault RLD-2,Volvo VDS-3,ZF TE-ML 04C;1;1
TOTAL;RU110796;Моторное масло TOTAL Rubia TIR 6400 SAE 15W-40 (208л);208;;15W-40;CH-4/SJ;E5/E3; ZF: TE-ML 04C,CUMMINS: CES 20071,CUMMINS: CES 20077,CUMMINS: CES20072,MACK: EOM,MAN: M 3275,MB 228.3,MTU OIL: Type 2,RENAULT TRUCKS: RD / RD-2,VOLVO: VDS-2;1;1
TOTAL;RU113452;Моторное масло TOTAL Rubia TIR 7400 SAE 15W-40 (208л);208;Минеральное;15W-40;CI-4/SL;E5/E7; ZF: TE-ML 04C,CUMMINS 20072,CUMMINS 20076,CUMMINS 20077,CUMMINS 20078,CUMMINS: 20071,GLOBAL DHD-1,MACK: EO-M+,MAN: M 3275,MERCEDES: MB -Approval 228.3,MTU OIL: type 2,RENAULT TRUCKS: RLD / RLD-2,VOLVO: VDS-3;1;1
VALVOLINE;VE14400;Моторное масло VALVOLINE Motorcycle 4T SAE 10W-40 (1л);1;;10W-40;SG;;;1;1
VALVOLINE;40670930;Моторное масло VALVOLINE VR1 Rasing SAE 5W-50 (1л);1;Синтетическое;5W-50;SL;;;1;1
VALVOLINE;VE14300;Моторное масло VALVOLINE Motorcycle Oil 2T (1л);1;Минеральное;;;;;1;1
VALVOLINE;817971;Моторное масло VALVOLINE Synpower SAE 5W-30 (1л);1;Синтетическое;5W-30; CF,SM,SN; B4,A3; GM  LL-B-025 1,BMW LL-01,GM LL-A-025;1;1
VALVOLINE;40670630;Моторное масло VALVOLINE Synpower SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL; B4-02,A3-02,B3;;1;1
VALVOLINE;VE14200;Моторное масло VALVOLINE Durablend 4Т SAE 10W-40 (1л);1;;10W-40;SG;;;1;1
VALVOLINE;VE18100;Моторное масло VALVOLINE Synpower Scooter 4T SAE 5W-40 (1л);1;;5W-40;SJ;;;1;1
VALVOLINE;VE14000;Моторное масло VALVOLINE Synpower 4T SAE 10W-40 (1л);1;Синтетическое;10W-40;;;;1;Много
VALVOLINE;VE13600;Моторное масло VALVOLINE Synpower 2T (1л);1;;;TC;;;1;1
VALVOLINE;VE14100;Моторное масло VALVOLINE Durablend 2Т (1л);1;;;TC;;;1;1
VALVOLINE;VE14700;Моторное масло VALVOLINE Durablend Scoote 2T (1л);1;;;TC;;;0;1
VALVOLINE;822759;Моторное масло VALVOLINE Synpower SAE 0W-20 (1л);1;Синтетическое;0W-20;SN/SM;A1;  Chrysler MS-6395,Ford WSS-M2C930-A;1;1
VALVOLINE;839697;Моторное масло VALVOLINE Synpower FE SAE 5W-20 (1л);1;Синтетическое;5W-20;API: SN; B1,A1;Ford WSS-M2C-948-B;1;1
VALVOLINE;40670830;Моторное масло VALVOLINE Synpower XL-III SAE 5W-30 (1л);1;Синтетическое;5W-30;; C3,A3,B4;;1;1
VALVOLINE;40670430;Моторное масло VALVOLINE Synpower MXL SAE 5W-30 (1л);1;Синтетическое;5W-30;SL;A3,B4;;1;1
VALVOLINE;40670130;Моторное масло VALVOLINE Synpower FE SAE 0W-30 (1л);1;Синтетическое;0W-30;CF,SJ,SL;A1,A5,B1,В5;;1;1
VALVOLINE;40670030;Моторное масло VALVOLINE Synpower ENV C2 SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;A5/B5;;1;1
VALVOLINE;40670230;Моторное масло VALVOLINE Synpower FE SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SL;A5/B5;Ford WSS-M2C 913-A,Ford WSS-M2C 913-B,Ford WSS-M2C 913-C;1;1
VALVOLINE;40672830;Моторное масло VALVOLINE Durablend FE SAE 5W-30 (1л);1;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;40672730;Моторное масло VALVOLINE Maxlife FE SAE 5W-30 (1л);1;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;40671030;Моторное масло VALVOLINE Maxlife Synthetic SAE 5W-40 (1л);1;Синтетическое;5W-40; CF,SM;A3/B4; MB 229.3,MB 229.1,VW 502.00,VW 505.00;1;1
VALVOLINE;VE18060;Моторное масло VALVOLINE Maxlife FE SAE 5W-30 (1л);1;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;40670530;Моторное масло VALVOLINE Synpower SAE 0W-40 (1л);1;Синтетическое;0W-40;CF,SM;A3,B3,B4;;1;1
VALVOLINE;VE11920;Моторное масло VALVOLINE VR1 Racing SAE 10W-60 (1л);1;Полусинтетика;10W-60;SL;A3,B4;  Fiat 9.55535.H3.,Ford M2C-153E,GM 6094M;1;1
VALVOLINE;40670330;Моторное масло VALVOLINE Synpower MST SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;BMW Longlife-04,GM Dexos 2,MB 229.31,MB 229.51,VW 502.00 / 505.00,VW 505.01;1;1
VALVOLINE;40670730;Моторное масло VALVOLINE Synpower SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,VW 502.00 / 505.00;1;1
VALVOLINE;40672130;Моторное масло VALVOLINE Durablend MXL SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SL;;MB 229.3,VW 502.00 / 505.00;1;1
VALVOLINE;40672330;Моторное масло VALVOLINE Maxlife Diesel SAE 10W-40 (1л);1;Синтетическое;10W-40;CF;B3,B4;;1;1
VALVOLINE;40672030;Моторное масло VALVOLINE Durablend Diesel SAE 10W-40 (1л);1;Синтетическое;10W-40;CF;B3,B4;MB 229.1,VW 505.00;1;1
VALVOLINE;40672230;Моторное масло VALVOLINE Durablend SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
VALVOLINE;40672430;Моторное масло VALVOLINE Maxlife SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3/B3/B4;;1;1
VALVOLINE;VE11260/1/2;Моторное масло VALVOLINE Synpower SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,V;1;1
VALVOLINE;VE11900;Моторное масло VALVOLINE VR1 Rasing SAE 5W-50 (1л);1;Синтетическое;5W-50;SL;;;1;1
VALVOLINE;VE18340;Моторное масло VALVOLINE Synpower MST SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;BMW Longlife-04,GM Dexos 2,MB 229.31,MB 229.51,VW ;1;1
VALVOLINE;618606;Моторное масло VALVOLINE Synpower ENV C2 SAE 5W-30 (1л);1;Синтетическое;5W-30;CF,SM;A5/B5;;1;1
VALVOLINE;691572;Моторное масло VALVOLINE Synpower FE SAE 0W-30 (1л);1;Синтетическое;0W-30;CF,SJ,SL;A1,A5,B1,В5;;1;1
VALVOLINE;VE11340;Моторное масло VALVOLINE Synpower MXL SAE 0W-30 (1л);1;Синтетическое;0W-30;SL, CF;A3/B3/B4;BMW Longlife-01,MB 229.3,VW 502.00,VW 503.01,VW 50;1;1
VALVOLINE;VE18300;Моторное масло VALVOLINE Synpower MXL SAE 5W-30 (1л);1;Синтетическое;5W-30;SL, CF;A3/B3/B4;BMW Longlife-01,MB 229.5,VW 502.00,VW 503.01,VW 50;1;1
VALVOLINE;VE18360;Моторное масло VALVOLINE Synpower XL-III SAE 5W-30 (1л);1;Синтетическое;5W-30;;C3,A3,B4;;1;1
VALVOLINE;VE11720;Моторное масло VALVOLINE Durablend FE SAE 5W-30 (1л);1;Полусинтетическое;5W-30;CF,SL;A5/B5;Ford M2C913B,Ford M2C913A;1;1
VALVOLINE;VE18040;Моторное масло VALVOLINE Maxlife Synthetic SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SM;A3/B4;MB 229.3,MB 229.1,VW 502.00,VW 505.00;1;1
VALVOLINE;VE12520;Моторное масло VALVOLINE Durablend Diesel SAE 10W-40 (1л);1;Синтетическое;10W-40;CF;B3,B4;MB 229.1,VW 505.00;1;1
VALVOLINE;VE12500;Моторное масло VALVOLINE Durablend Diesel SAE 5W-40 (1л);1;Полусинтетическое;5W-40;CF;B3/B4;Ford M2C-917A,MB 229.1,VW 505.00,VW 505.01;1;1
VALVOLINE;VE11740;Моторное масло VALVOLINE Durablend MXL SAE 5W-40 (1л);1;Синтетическое;5W-40;CF,SL;;MB 229.3,VW 502.00 / 505.00;1;1
VALVOLINE;VE18020;Моторное масло VALVOLINE Maxlife Diesel SAE 10W-40 (1л);1;Синтетическое;10W-40;CF;B3,B4;;1;1
VALVOLINE;VE11220;Моторное масло VALVOLINE Synpower SAE 0W-40 (1л);1;Синтетическое;0W-40;CF,SM;A3,B3,B4;;1;1
VALVOLINE;VE17900/1/2;Моторное масло VALVOLINE Maxlife SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3/B3/B4;;1;1
VALVOLINE;VE11640/1/2;Моторное масло VALVOLINE Durablend SAE 10W-40 (1л);1;Синтетическое;10W-40;CF,SL;A3/B3/B4;MB 229.1,VW 501.01,VW 505.00;1;1
VALVOLINE;40670640;Моторное масло VALVOLINE Synpower SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,VW 502.00 / 505.00;1;1
VALVOLINE;40670740;Моторное масло VALVOLINE Synpower SAE 5W-40 (4л);4;Синтетическое;5W-40;CF,SM;A3,B4;BMW Longlife-01,GM-LL-A-025,GM-LL-B-025,MB 229.3,VW 502.00 / 505.00;1;1
VALVOLINE;40670040;Моторное масло VALVOLINE Synpower ENV C2 SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A5/B5;;1;1
VALVOLINE;ab-40670440;Моторное масло VALVOLINE Synpower MXL SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SL;A3/B3/B4;BMW Longlife-01,MB 229.5,VW 502.00,VW 503.01,VW 505 00;1;1
VALVOLINE;40670840;Моторное масло VALVOLINE Synpower XL-III SAE 5W-30 (4л);4;Синтетическое;5W-30;; C3,A3,B4;;1;1
VALVOLINE;40670140;Моторное масло VALVOLINE Synpower FE SAE 0W-30 (4л);4;Синтетическое;0W-30;CF,SJ,SL;A1,A5,B1,В5;;1;Много
VALVOLINE;40670540;Моторное масло VALVOLINE Synpower SAE 0W-40 (4л);4;Синтетическое;0W-40;CF,SM;A3,B3,B4;;1;1
VALVOLINE;40670940;Моторное масло VALVOLINE VR1 Rasing SAE 5W-50 (4л);4;;;;;;1;1
VALVOLINE;40670340;Моторное масло VALVOLINE Synpower MST SAE 5W-30 (4л);4;Синтетическое;5W-30;CF,SM;A3/B3/B4,C3;BMW Longlife-04,GM Dexos 2,MB 229.31,MB 229.51,VW 502 00 / 505 00,VW 505.01;1;1
VALVOLINE;VE14307;Моторное масло VALVOLINE Motorcycle Oil 2T (4л);4;Минеральное;;TC;;;1;1
VALVOLINE;40672840;Моторное масло VALVOLINE Durablend FE SAE 5W-30 (4л);4;Полусинтетическое;5W-30; CF,SL;A5/B5; Ford M2C913B,Ford M2C913A;1;1
